# {"cfg": "D:\\python1\\chapter2_LLM+RL_region_detection\\configs\\cc4_local_online.yaml", "region_id": 0, "device": "cpu", "steps_per_episode": 100, "episodes": 20, "seed": 0, "deterministic": true, "wm_path": "D:\\python1\\chapter2_LLM+RL_region_detection\\outputs\\cc4\\checkpoints\\world_model_region0.pt", "ppo_path": "D:\\python1\\chapter2_LLM+RL_region_detection\\outputs\\cc4\\checkpoints\\ppo_posterior_region0.pt"}

# ===== EPISODE 0 =====
[ep=00 t=0000] choose_plan=1 action=2 reward=0.304 info={'t': 1, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.29097627007854654, 'risk': 0.20451171277871438}

# ===== EPISODE 16 =====
[ep=16 t=0000] choose_plan=0 action=2 reward=-0.119 info={'t': 1, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.2844658215830708, 'risk': 0.18197720554080965}
[ep=16 t=0001] choose_plan=2 action=1 reward=-0.068 info={'t': 2, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.18197720554080965, 'risk': 0.13443953998827224}
[ep=16 t=0002] choose_plan=1 action=2 reward=0.136 info={'t': 3, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.13443953998827224, 'risk': 0.05198465673515959}
[ep=16 t=0003] choose_plan=2 action=1 reward=0.631 info={'t': 4, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.05198465673515959, 'risk': 0.024717861700842295}
[ep=16 t=0004] choose_plan=4 action=1 reward=0.028 info={'t': 5, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.024717861700842295, 'risk': 0.014294558033311776}
[ep=16 t=0005] choose_plan=2 action=2 reward=-0.105 info={'t': 6, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.014294558033311776, 'risk': 0.0}
[ep=16 t=0006] choose_plan=5 action=1 reward=-0.005 info={'t': 7, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0007] choose_plan=3 action=2 reward=-0.210 info={'t': 8, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0008] choose_plan=1 action=1 reward=0.505 info={'t': 9, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0009] choose_plan=0 action=1 reward=0.559 info={'t': 10, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0010] choose_plan=1 action=1 reward=0.515 info={'t': 11, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0011] choose_plan=2 action=1 reward=0.042 info={'t': 12, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0012] choose_plan=1 action=2 reward=-0.215 info={'t': 13, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0013] choose_plan=3 action=1 reward=-0.001 info={'t': 14, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0014] choose_plan=1 action=2 reward=-0.253 info={'t': 15, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.013089704059904228}
[ep=16 t=0015] choose_plan=4 action=1 reward=0.084 info={'t': 16, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.013089704059904228, 'risk': 0.0}
[ep=16 t=0016] choose_plan=0 action=2 reward=-0.169 info={'t': 17, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0017] choose_plan=5 action=1 reward=0.549 info={'t': 18, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0018] choose_plan=3 action=1 reward=0.525 info={'t': 19, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0019] choose_plan=1 action=1 reward=0.044 info={'t': 20, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0020] choose_plan=1 action=2 reward=0.329 info={'t': 21, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0021] choose_plan=3 action=2 reward=-0.215 info={'t': 22, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0022] choose_plan=0 action=1 reward=0.004 info={'t': 23, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0023] choose_plan=4 action=2 reward=-0.215 info={'t': 24, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0024] choose_plan=5 action=1 reward=0.033 info={'t': 25, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0025343871815676003}
[ep=16 t=0025] choose_plan=0 action=2 reward=-0.200 info={'t': 26, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0025343871815676003, 'risk': 0.0}
[ep=16 t=0026] choose_plan=2 action=1 reward=0.505 info={'t': 27, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0027] choose_plan=1 action=1 reward=0.545 info={'t': 28, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0028] choose_plan=3 action=1 reward=0.556 info={'t': 29, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0029] choose_plan=0 action=1 reward=-0.005 info={'t': 30, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0030] choose_plan=4 action=2 reward=0.315 info={'t': 31, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0031] choose_plan=4 action=2 reward=-0.176 info={'t': 32, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0032] choose_plan=2 action=1 reward=0.527 info={'t': 33, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.007660810743465286}
[ep=16 t=0033] choose_plan=1 action=1 reward=0.491 info={'t': 34, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.007660810743465286, 'risk': 0.02892249290276544}
[ep=16 t=0034] choose_plan=0 action=1 reward=0.559 info={'t': 35, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.02892249290276544, 'risk': 0.012723251823292786}
[ep=16 t=0035] choose_plan=0 action=1 reward=0.081 info={'t': 36, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.012723251823292786, 'risk': 0.0}
[ep=16 t=0036] choose_plan=5 action=2 reward=0.350 info={'t': 37, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0037] choose_plan=4 action=2 reward=-0.201 info={'t': 38, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0038] choose_plan=3 action=1 reward=0.506 info={'t': 39, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0039] choose_plan=2 action=1 reward=0.559 info={'t': 40, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0040] choose_plan=4 action=1 reward=0.520 info={'t': 41, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0041] choose_plan=5 action=1 reward=0.544 info={'t': 42, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0042] choose_plan=3 action=1 reward=0.505 info={'t': 43, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0043] choose_plan=1 action=1 reward=0.532 info={'t': 44, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0044] choose_plan=2 action=1 reward=0.538 info={'t': 45, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0045] choose_plan=0 action=1 reward=0.510 info={'t': 46, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0046] choose_plan=4 action=1 reward=0.420 info={'t': 47, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.02937632697440267}
[ep=16 t=0047] choose_plan=1 action=1 reward=0.632 info={'t': 48, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.02937632697440267, 'risk': 0.005440529853947579}
[ep=16 t=0048] choose_plan=3 action=1 reward=0.573 info={'t': 49, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.005440529853947579, 'risk': 0.0}
[ep=16 t=0049] choose_plan=3 action=1 reward=0.029 info={'t': 50, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.005919271867990815}
[ep=16 t=0050] choose_plan=5 action=2 reward=-0.182 info={'t': 51, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.005919271867990815, 'risk': 0.0}
[ep=16 t=0051] choose_plan=4 action=1 reward=0.404 info={'t': 52, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.03488786304533434}
[ep=16 t=0052] choose_plan=4 action=1 reward=0.652 info={'t': 53, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.03488786304533434, 'risk': 0.008252123756423861}
[ep=16 t=0053] choose_plan=1 action=1 reward=0.515 info={'t': 54, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.008252123756423861, 'risk': 0.004259398334684382}
[ep=16 t=0054] choose_plan=0 action=1 reward=0.558 info={'t': 55, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.004259398334684382, 'risk': 0.0}
[ep=16 t=0055] choose_plan=5 action=1 reward=0.017 info={'t': 56, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0056] choose_plan=2 action=2 reward=-0.213 info={'t': 57, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0057] choose_plan=5 action=1 reward=0.570 info={'t': 58, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0058] choose_plan=4 action=1 reward=0.034 info={'t': 59, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0059] choose_plan=2 action=2 reward=0.320 info={'t': 60, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0060] choose_plan=0 action=2 reward=0.314 info={'t': 61, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0061] choose_plan=2 action=2 reward=-0.215 info={'t': 62, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0062] choose_plan=2 action=1 reward=0.576 info={'t': 63, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0063] choose_plan=0 action=1 reward=0.014 info={'t': 64, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0004486705371201591}
[ep=16 t=0064] choose_plan=0 action=2 reward=-0.186 info={'t': 65, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0004486705371201591, 'risk': 0.0}
[ep=16 t=0065] choose_plan=3 action=1 reward=0.019 info={'t': 66, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0066] choose_plan=0 action=2 reward=0.310 info={'t': 67, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0067] choose_plan=1 action=2 reward=-0.215 info={'t': 68, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0068] choose_plan=4 action=1 reward=0.517 info={'t': 69, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0069] choose_plan=5 action=1 reward=-0.005 info={'t': 70, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0070] choose_plan=1 action=2 reward=-0.184 info={'t': 71, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0071] choose_plan=2 action=1 reward=0.043 info={'t': 72, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0072] choose_plan=4 action=2 reward=-0.215 info={'t': 73, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0073] choose_plan=3 action=1 reward=0.055 info={'t': 74, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0074] choose_plan=1 action=2 reward=-0.175 info={'t': 75, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0075] choose_plan=4 action=1 reward=0.043 info={'t': 76, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0076] choose_plan=0 action=2 reward=-0.201 info={'t': 77, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0077] choose_plan=5 action=1 reward=0.522 info={'t': 78, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0078] choose_plan=0 action=1 reward=0.013 info={'t': 79, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0079] choose_plan=0 action=2 reward=-0.199 info={'t': 80, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0080] choose_plan=1 action=1 reward=0.052 info={'t': 81, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0081] choose_plan=1 action=2 reward=0.295 info={'t': 82, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0082] choose_plan=3 action=2 reward=-0.173 info={'t': 83, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0083] choose_plan=3 action=1 reward=0.526 info={'t': 84, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0084] choose_plan=1 action=1 reward=0.513 info={'t': 85, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0085] choose_plan=1 action=1 reward=-0.005 info={'t': 86, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0086] choose_plan=4 action=2 reward=-0.212 info={'t': 87, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0087] choose_plan=3 action=1 reward=0.517 info={'t': 88, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0088] choose_plan=4 action=1 reward=0.514 info={'t': 89, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0089] choose_plan=0 action=1 reward=0.000 info={'t': 90, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0090] choose_plan=3 action=2 reward=0.320 info={'t': 91, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.003162610061846094}
[ep=16 t=0091] choose_plan=1 action=2 reward=0.354 info={'t': 92, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.003162610061846094, 'risk': 0.0}
[ep=16 t=0092] choose_plan=2 action=2 reward=0.377 info={'t': 93, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0093] choose_plan=2 action=2 reward=0.295 info={'t': 94, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0094] choose_plan=5 action=2 reward=0.295 info={'t': 95, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0095] choose_plan=5 action=2 reward=0.328 info={'t': 96, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0096] choose_plan=4 action=2 reward=-0.175 info={'t': 97, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0097] choose_plan=2 action=1 reward=0.517 info={'t': 98, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0098] choose_plan=2 action=1 reward=0.527 info={'t': 99, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=16 t=0099] choose_plan=0 action=1 reward=0.505 info={'t': 100, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
# done at t=99
# episode_summary {"episode": 16, "episode_return": 20.504905479106974, "reward_mean": 0.20504905479106975, "reward_min": -0.2529601417737223, "reward_max": 0.6524229559921217, "steps": 100, "unique_actions": 2, "top5_actions": [[1, 62], [2, 38]]}

# ===== EPISODE 17 =====
[ep=17 t=0000] choose_plan=0 action=1 reward=-0.335 info={'t': 1, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.2858933000537422, 'risk': 0.2733429213737916}
[ep=17 t=0001] choose_plan=4 action=1 reward=-0.359 info={'t': 2, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.2733429213737916, 'risk': 0.2089611911852475}
[ep=17 t=0002] choose_plan=5 action=2 reward=0.398 info={'t': 3, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.2089611911852475, 'risk': 0.13061314491210255}
[ep=17 t=0003] choose_plan=0 action=2 reward=0.565 info={'t': 4, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.13061314491210255, 'risk': 0.059126863543689345}
[ep=17 t=0004] choose_plan=4 action=2 reward=0.181 info={'t': 5, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.059126863543689345, 'risk': 0.0}
[ep=17 t=0005] choose_plan=1 action=1 reward=-0.005 info={'t': 6, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0006] choose_plan=1 action=2 reward=-0.164 info={'t': 7, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0007] choose_plan=5 action=1 reward=0.505 info={'t': 8, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0008] choose_plan=0 action=1 reward=0.507 info={'t': 9, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0009] choose_plan=1 action=1 reward=0.023 info={'t': 10, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0010] choose_plan=5 action=2 reward=-0.144 info={'t': 11, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0011] choose_plan=0 action=1 reward=0.029 info={'t': 12, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0012] choose_plan=4 action=2 reward=0.337 info={'t': 13, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0013] choose_plan=0 action=2 reward=0.299 info={'t': 14, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0014] choose_plan=5 action=2 reward=-0.207 info={'t': 15, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0015] choose_plan=3 action=1 reward=0.512 info={'t': 16, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0016] choose_plan=2 action=1 reward=0.001 info={'t': 17, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0017] choose_plan=4 action=2 reward=0.326 info={'t': 18, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0018] choose_plan=2 action=2 reward=-0.197 info={'t': 19, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0019] choose_plan=0 action=1 reward=0.505 info={'t': 20, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0020] choose_plan=1 action=1 reward=0.520 info={'t': 21, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0021] choose_plan=3 action=1 reward=0.529 info={'t': 22, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0022] choose_plan=0 action=1 reward=0.539 info={'t': 23, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0012777254850111636}
[ep=17 t=0023] choose_plan=5 action=1 reward=-0.070 info={'t': 24, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.0012777254850111636, 'risk': 0.054234526221866024}
[ep=17 t=0024] choose_plan=1 action=2 reward=0.569 info={'t': 25, 'max_steps': 100, 'dominant_type': 'outbound_conn', 'target_action': 2, 'prev_risk': 0.054234526221866024, 'risk': 0.004523960520247741}
[ep=17 t=0025] choose_plan=4 action=2 reward=-0.142 info={'t': 26, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.004523960520247741, 'risk': 0.0}
[ep=17 t=0026] choose_plan=2 action=1 reward=0.052 info={'t': 27, 'max_steps': 100, 'dominant_type': 'proc_spawn', 'target_action': 2, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0027] choose_plan=4 action=2 reward=-0.215 info={'t': 28, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0028] choose_plan=1 action=1 reward=0.519 info={'t': 29, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0029] choose_plan=0 action=1 reward=0.519 info={'t': 30, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0030] choose_plan=4 action=1 reward=0.513 info={'t': 31, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0031] choose_plan=2 action=1 reward=0.549 info={'t': 32, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0032] choose_plan=1 action=1 reward=0.531 info={'t': 33, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0033] choose_plan=4 action=1 reward=0.569 info={'t': 34, 'max_steps': 100, 'dominant_type': 'auth_fail', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
[ep=17 t=0034] choose_plan=1 action=1 reward=0.530 info={'t': 35, 'max_steps': 100, 'dominant_type': 'port_scan', 'target_action': 1, 'prev_risk': 0.0, 'risk': 0.0}
